event_name,bout,round,fighter,kd,sub_att,rev,ctrl_sec,sig_str_landed,sig_str_att,sig_str_pct,total_str_landed,total_str_att,td_landed,td_att,td_pct,head_landed,head_att,body_landed,body_att,leg_landed,leg_att,distance_landed,distance_att,clinch_landed,clinch_att,ground_landed,ground_att
UFC Fight Night: Dolidze vs. Imavov,Landon Quinones vs. MarQuel Mederos,2,MarQuel Mederos,0.0,0.0,0.0,78.0,21.0,55.0,38.0,26.0,61.0,0.0,0.0,,9.0,37.0,6.0,11.0,6.0,7.0,20.0,54.0,1.0,1.0,0.0,0.0
UFC Fight Night: Dolidze vs. Imavov,Landon Quinones vs. MarQuel Mederos,3,MarQuel Mederos,0.0,0.0,0.0,108.0,27.0,55.0,49.0,33.0,62.0,0.0,5.0,0.0,12.0,37.0,9.0,11.0,6.0,7.0,24.0,52.0,3.0,3.0,0.0,0.0
UFC Fight Night: Dolidze vs. Imavov,Luana Carolina vs. Julija Stoliarenko,1,Julija Stoliarenko,0.0,0.0,0.0,106.0,6.0,25.0,24.0,6.0,26.0,1.0,2.0,50.0,2.0,17.0,1.0,3.0,3.0,5.0,5.0,22.0,1.0,3.0,0.0,0.0
UFC Fight Night: Dolidze vs. Imavov,Luana Carolina vs. Julija Stoliarenko,2,Julija Stoliarenko,0.0,0.0,0.0,72.0,10.0,28.0,35.0,14.0,35.0,0.0,1.0,0.0,5.0,19.0,5.0,6.0,0.0,3.0,6.0,23.0,4.0,5.0,0.0,0.0
UFC Fight Night: Dolidze vs. Imavov,Luana Carolina vs. Julija Stoliarenko,3,Julija Stoliarenko,0.0,3.0,0.0,49.0,0.0,6.0,0.0,1.0,7.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0
UFC Fight Night: Dolidze vs. Imavov,Luana Carolina vs. Julija Stoliarenko,1,Luana Carolina,0.0,0.0,0.0,64.0,12.0,32.0,37.0,35.0,61.0,0.0,1.0,0.0,6.0,20.0,3.0,7.0,3.0,5.0,7.0,27.0,4.0,4.0,1.0,1.0
UFC Fight Night: Dolidze vs. Imavov,Luana Carolina vs. Julija Stoliarenko,2,Luana Carolina,0.0,0.0,0.0,58.0,25.0,55.0,45.0,43.0,80.0,0.0,0.0,,13.0,38.0,6.0,9.0,6.0,8.0,14.0,36.0,4.0,6.0,7.0,13.0
UFC Fight Night: Dolidze vs. Imavov,Luana Carolina vs. Julija Stoliarenko,3,Luana Carolina,0.0,0.0,0.0,205.0,29.0,49.0,59.0,60.0,89.0,2.0,2.0,100.0,22.0,38.0,6.0,10.0,1.0,1.0,7.0,12.0,5.0,10.0,17.0,27.0
UFC Fight Night: Dolidze vs. Imavov,Molly McCann vs. Diana Belbita,1,Diana Belbita,0.0,0.0,0.0,0.0,29.0,77.0,37.0,29.0,77.0,0.0,0.0,,9.0,46.0,13.0,23.0,7.0,8.0,24.0,72.0,5.0,5.0,0.0,0.0
UFC Fight Night: Dolidze vs. Imavov,Molly McCann vs. Diana Belbita,1,Molly McCann,0.0,1.0,0.0,68.0,42.0,91.0,46.0,43.0,92.0,2.0,2.0,100.0,27.0,71.0,14.0,19.0,1.0,1.0,34.0,76.0,2.0,4.0,6.0,11.0
UFC Fight Night: Dolidze vs. Imavov,Randy Brown vs. Muslim Salikhov,1,Muslim Salikhov,0.0,0.0,0.0,0.0,10.0,22.0,45.0,10.0,22.0,0.0,0.0,,0.0,9.0,1.0,2.0,9.0,11.0,10.0,22.0,0.0,0.0,0.0,0.0
UFC Fight Night: Dolidze vs. Imavov,Randy Brown vs. Muslim Salikhov,1,Randy Brown,1.0,0.0,0.0,3.0,13.0,46.0,28.0,13.0,46.0,0.0,0.0,,6.0,33.0,1.0,5.0,6.0,8.0,12.0,45.0,0.0,0.0,1.0,1.0
UFC Fight Night: Dolidze vs. Imavov,Renato Moicano vs. Drew Dober,1,Drew Dober,0.0,0.0,0.0,1.0,6.0,20.0,30.0,7.0,21.0,0.0,0.0,,5.0,17.0,1.0,3.0,0.0,0.0,6.0,20.0,0.0,0.0,0.0,0.0
UFC Fight Night: Dolidze vs. Imavov,Renato Moicano vs. Drew Dober,2,Drew Dober,0.0,0.0,0.0,61.0,6.0,13.0,46.0,17.0,25.0,1.0,1.0,100.0,5.0,12.0,1.0,1.0,0.0,0.0,2.0,6.0,1.0,1.0,3.0,6.0
UFC Fight Night: Dolidze vs. Imavov,Renato Moicano vs. Drew Dober,3,Drew Dober,0.0,0.0,0.0,0.0,11.0,26.0,42.0,12.0,27.0,0.0,1.0,0.0,7.0,21.0,2.0,3.0,2.0,2.0,11.0,26.0,0.0,0.0,0.0,0.0
UFC Fight Night: Dolidze vs. Imavov,Renato Moicano vs. Drew Dober,1,Renato Moicano,0.0,0.0,0.0,228.0,6.0,12.0,50.0,43.0,54.0,1.0,2.0,50.0,5.0,11.0,0.0,0.0,1.0,1.0,4.0,10.0,0.0,0.0,2.0,2.0
UFC Fight Night: Dolidze vs. Imavov,Renato Moicano vs. Drew Dober,2,Renato Moicano,0.0,0.0,0.0,199.0,2.0,5.0,40.0,34.0,42.0,2.0,3.0,66.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0
UFC Fight Night: Dolidze vs. Imavov,Renato Moicano vs. Drew Dober,3,Renato Moicano,0.0,0.0,0.0,206.0,15.0,25.0,60.0,65.0,81.0,0.0,1.0,0.0,14.0,24.0,1.0,1.0,0.0,0.0,6.0,15.0,0.0,0.0,9.0,10.0
UFC Fight Night: Dolidze vs. Imavov,Roman Dolidze vs. Nassourdine Imavov,1,Nassourdine Imavov,1.0,1.0,0.0,70.0,51.0,75.0,68.0,69.0,109.0,0.0,0.0,,35.0,54.0,9.0,13.0,7.0,8.0,18.0,31.0,5.0,6.0,28.0,38.0
UFC Fight Night: Dolidze vs. Imavov,Roman Dolidze vs. Nassourdine Imavov,2,Nassourdine Imavov,0.0,0.0,0.0,10.0,9.0,22.0,40.0,14.0,28.0,0.0,0.0,,4.0,16.0,3.0,4.0,2.0,2.0,9.0,22.0,0.0,0.0,0.0,0.0
UFC Fight Night: Dolidze vs. Imavov,Roman Dolidze vs. Nassourdine Imavov,3,Nassourdine Imavov,0.0,0.0,0.0,31.0,20.0,33.0,60.0,26.0,39.0,0.0,0.0,,9.0,18.0,7.0,10.0,4.0,5.0,16.0,29.0,4.0,4.0,0.0,0.0
UFC Fight Night: Dolidze vs. Imavov,Roman Dolidze vs. Nassourdine Imavov,4,Nassourdine Imavov,0.0,0.0,0.0,27.0,14.0,26.0,53.0,22.0,34.0,0.0,0.0,,10.0,19.0,1.0,4.0,3.0,3.0,12.0,23.0,1.0,1.0,1.0,2.0
UFC Fight Night: Dolidze vs. Imavov,Roman Dolidze vs. Nassourdine Imavov,5,Nassourdine Imavov,0.0,0.0,0.0,94.0,18.0,33.0,54.0,23.0,38.0,0.0,0.0,,13.0,25.0,4.0,7.0,1.0,1.0,12.0,24.0,3.0,5.0,3.0,4.0
UFC Fight Night: Dolidze vs. Imavov,Roman Dolidze vs. Nassourdine Imavov,1,Roman Dolidze,0.0,0.0,0.0,88.0,8.0,33.0,24.0,8.0,35.0,0.0,1.0,0.0,1.0,20.0,3.0,3.0,4.0,10.0,7.0,32.0,1.0,1.0,0.0,0.0
UFC Fight Night: Dolidze vs. Imavov,Roman Dolidze vs. Nassourdine Imavov,2,Roman Dolidze,0.0,0.0,0.0,163.0,5.0,30.0,16.0,17.0,50.0,0.0,0.0,,4.0,26.0,0.0,0.0,1.0,4.0,4.0,29.0,1.0,1.0,0.0,0.0
UFC Fight Night: Dolidze vs. Imavov,Roman Dolidze vs. Nassourdine Imavov,3,Roman Dolidze,0.0,0.0,0.0,137.0,8.0,29.0,27.0,15.0,38.0,0.0,0.0,,4.0,22.0,1.0,2.0,3.0,5.0,8.0,25.0,0.0,4.0,0.0,0.0
UFC Fight Night: Dolidze vs. Imavov,Roman Dolidze vs. Nassourdine Imavov,4,Roman Dolidze,0.0,0.0,1.0,153.0,6.0,31.0,19.0,11.0,37.0,0.0,0.0,,3.0,27.0,2.0,3.0,1.0,1.0,6.0,30.0,0.0,1.0,0.0,0.0
UFC Fight Night: Dolidze vs. Imavov,Roman Dolidze vs. Nassourdine Imavov,5,Roman Dolidze,0.0,0.0,0.0,70.0,7.0,29.0,24.0,8.0,30.0,0.0,3.0,0.0,2.0,18.0,2.0,5.0,3.0,6.0,7.0,29.0,0.0,0.0,0.0,0.0
UFC Fight Night: Dolidze vs. Imavov,Themba Gorimbo vs. Pete Rodriguez,1,Pete Rodriguez,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,,0.0,3.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0
UFC Fight Night: Dolidze vs. Imavov,Themba Gorimbo vs. Pete Rodriguez,1,Themba Gorimbo,1.0,0.0,0.0,5.0,12.0,18.0,66.0,12.0,18.0,0.0,1.0,0.0,10.0,16.0,1.0,1.0,1.0,1.0,3.0,6.0,2.0,2.0,7.0,10.0
UFC Fight Night: Dolidze vs. Imavov,Thomas Petersen vs. Jamal Pogues,1,Jamal Pogues,0.0,0.0,0.0,0.0,24.0,43.0,55.0,24.0,43.0,0.0,0.0,,16.0,30.0,5.0,10.0,3.0,3.0,23.0,42.0,1.0,1.0,0.0,0.0
UFC Fight Night: Dolidze vs. Imavov,Thomas Petersen vs. Jamal Pogues,2,Jamal Pogues,0.0,0.0,0.0,0.0,22.0,35.0,62.0,22.0,35.0,0.0,0.0,,15.0,27.0,6.0,7.0,1.0,1.0,14.0,26.0,8.0,9.0,0.0,0.0
UFC Fight Night: Dolidze vs. Imavov,Thomas Petersen vs. Jamal Pogues,3,Jamal Pogues,0.0,0.0,0.0,4.0,19.0,46.0,41.0,20.0,47.0,0.0,0.0,,12.0,37.0,4.0,6.0,3.0,3.0,19.0,43.0,0.0,3.0,0.0,0.0
UFC Fight Night: Dolidze vs. Imavov,Thomas Petersen vs. Jamal Pogues,1,Thomas Petersen,0.0,0.0,0.0,101.0,9.0,17.0,52.0,46.0,57.0,1.0,2.0,50.0,5.0,13.0,4.0,4.0,0.0,0.0,9.0,17.0,0.0,0.0,0.0,0.0
UFC Fight Night: Dolidze vs. Imavov,Thomas Petersen vs. Jamal Pogues,2,Thomas Petersen,0.0,0.0,0.0,66.0,22.0,32.0,68.0,40.0,56.0,0.0,2.0,0.0,15.0,23.0,7.0,9.0,0.0,0.0,19.0,29.0,3.0,3.0,0.0,0.0
UFC Fight Night: Dolidze vs. Imavov,Thomas Petersen vs. Jamal Pogues,3,Thomas Petersen,0.0,0.0,0.0,0.0,27.0,37.0,72.0,30.0,40.0,0.0,2.0,0.0,6.0,14.0,19.0,21.0,2.0,2.0,26.0,35.0,1.0,2.0,0.0,0.0
UFC Fight Night: Dolidze vs. Imavov,Viviane Araujo vs. Natalia Silva,1,Natalia Silva,0.0,0.0,0.0,0.0,8.0,32.0,25.0,16.0,40.0,0.0,1.0,0.0,5.0,26.0,2.0,5.0,1.0,1.0,8.0,32.0,0.0,0.0,0.0,0.0
UFC Fight Night: Dolidze vs. Imavov,Viviane Araujo vs. Natalia Silva,2,Natalia Silva,0.0,0.0,0.0,0.0,12.0,38.0,31.0,22.0,48.0,0.0,0.0,,10.0,33.0,1.0,2.0,1.0,3.0,12.0,38.0,0.0,0.0,0.0,0.0
UFC Fight Night: Dolidze vs. Imavov,Viviane Araujo vs. Natalia Silva,3,Natalia Silva,0.0,0.0,0.0,0.0,18.0,58.0,31.0,27.0,69.0,0.0,0.0,,9.0,44.0,5.0,9.0,4.0,5.0,18.0,58.0,0.0,0.0,0.0,0.0
UFC Fight Night: Dolidze vs. Imavov,Viviane Araujo vs. Natalia Silva,1,Viviane Araujo,0.0,0.0,0.0,211.0,8.0,15.0,53.0,36.0,43.0,1.0,4.0,25.0,6.0,13.0,0.0,0.0,2.0,2.0,7.0,14.0,1.0,1.0,0.0,0.0
UFC Fight Night: Dolidze vs. Imavov,Viviane Araujo vs. Natalia Silva,2,Viviane Araujo,0.0,0.0,0.0,85.0,9.0,21.0,42.0,18.0,35.0,0.0,3.0,0.0,6.0,18.0,1.0,1.0,2.0,2.0,9.0,21.0,0.0,0.0,0.0,0.0
UFC Fight Night: Dolidze vs. Imavov,Viviane Araujo vs. Natalia Silva,3,Viviane Araujo,0.0,0.0,0.0,65.0,9.0,31.0,29.0,9.0,32.0,0.0,2.0,0.0,8.0,27.0,0.0,2.0,1.0,2.0,9.0,31.0,0.0,0.0,0.0,0.0
UFC Fight Night: Dos Anjos vs. Alvarez,Alan Jouban vs. Belal Muhammad,1,Alan Jouban,2.0,0.0,0.0,95.0,24.0,43.0,55.0,34.0,53.0,0.0,0.0,,16.0,33.0,5.0,6.0,3.0,4.0,7.0,16.0,2.0,2.0,15.0,25.0
UFC Fight Night: Dos Anjos vs. Alvarez,Alan Jouban vs. Belal Muhammad,2,Alan Jouban,1.0,0.0,0.0,0.0,19.0,40.0,47.0,28.0,52.0,0.0,0.0,,8.0,26.0,5.0,7.0,6.0,7.0,16.0,36.0,2.0,2.0,1.0,2.0
UFC Fight Night: Dos Anjos vs. Alvarez,Alan Jouban vs. Belal Muhammad,3,Alan Jouban,0.0,0.0,0.0,2.0,43.0,86.0,50.0,43.0,86.0,0.0,0.0,,22.0,61.0,10.0,13.0,11.0,12.0,42.0,84.0,1.0,2.0,0.0,0.0
UFC Fight Night: Dos Anjos vs. Alvarez,Alan Jouban vs. Belal Muhammad,1,Belal Muhammad,0.0,0.0,0.0,67.0,7.0,23.0,30.0,9.0,25.0,1.0,2.0,50.0,6.0,20.0,0.0,0.0,1.0,3.0,4.0,17.0,1.0,3.0,2.0,3.0
UFC Fight Night: Dos Anjos vs. Alvarez,Alan Jouban vs. Belal Muhammad,2,Belal Muhammad,0.0,0.0,0.0,93.0,13.0,46.0,28.0,35.0,76.0,1.0,5.0,20.0,11.0,43.0,0.0,0.0,2.0,3.0,9.0,39.0,3.0,5.0,1.0,2.0
UFC Fight Night: Dos Anjos vs. Alvarez,Alan Jouban vs. Belal Muhammad,3,Belal Muhammad,0.0,0.0,0.0,21.0,57.0,130.0,43.0,64.0,138.0,0.0,1.0,0.0,54.0,127.0,3.0,3.0,0.0,0.0,56.0,129.0,1.0,1.0,0.0,0.0
UFC Fight Night: Dos Anjos vs. Alvarez,Anthony Birchak vs. Dileno Lopes,1,Anthony Birchak,0.0,0.0,0.0,38.0,11.0,19.0,57.0,50.0,60.0,0.0,0.0,,6.0,13.0,4.0,5.0,1.0,1.0,7.0,10.0,2.0,4.0,2.0,5.0
UFC Fight Night: Dos Anjos vs. Alvarez,Anthony Birchak vs. Dileno Lopes,2,Anthony Birchak,0.0,0.0,0.0,90.0,15.0,34.0,44.0,34.0,54.0,0.0,0.0,,5.0,20.0,7.0,10.0,3.0,4.0,9.0,24.0,6.0,10.0,0.0,0.0
UFC Fight Night: Dos Anjos vs. Alvarez,Anthony Birchak vs. Dileno Lopes,3,Anthony Birchak,0.0,0.0,0.0,11.0,15.0,59.0,25.0,17.0,61.0,0.0,0.0,,5.0,41.0,7.0,14.0,3.0,4.0,14.0,52.0,1.0,7.0,0.0,0.0
UFC Fight Night: Dos Anjos vs. Alvarez,Anthony Birchak vs. Dileno Lopes,1,Dileno Lopes,0.0,0.0,0.0,207.0,2.0,10.0,20.0,8.0,17.0,2.0,7.0,28.0,2.0,10.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,2.0,0.0,0.0
UFC Fight Night: Dos Anjos vs. Alvarez,Anthony Birchak vs. Dileno Lopes,2,Dileno Lopes,0.0,0.0,0.0,103.0,10.0,29.0,34.0,12.0,31.0,0.0,2.0,0.0,8.0,24.0,2.0,4.0,0.0,1.0,6.0,22.0,4.0,7.0,0.0,0.0
UFC Fight Night: Dos Anjos vs. Alvarez,Anthony Birchak vs. Dileno Lopes,3,Dileno Lopes,0.0,0.0,0.0,0.0,13.0,48.0,27.0,15.0,50.0,0.0,3.0,0.0,12.0,40.0,0.0,6.0,1.0,2.0,11.0,45.0,2.0,3.0,0.0,0.0
UFC Fight Night: Dos Anjos vs. Alvarez,Felipe Arantes vs. Jerrod Sanders,1,Felipe Arantes,0.0,0.0,0.0,37.0,3.0,8.0,37.0,4.0,9.0,0.0,0.0,,1.0,5.0,0.0,1.0,2.0,2.0,3.0,7.0,0.0,0.0,0.0,1.0
UFC Fight Night: Dos Anjos vs. Alvarez,Felipe Arantes vs. Jerrod Sanders,2,Felipe Arantes,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
UFC Fight Night: Dos Anjos vs. Alvarez,Felipe Arantes vs. Jerrod Sanders,1,Jerrod Sanders,0.0,0.0,1.0,229.0,4.0,6.0,66.0,22.0,37.0,0.0,1.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0
UFC Fight Night: Dos Anjos vs. Alvarez,Felipe Arantes vs. Jerrod Sanders,2,Jerrod Sanders,0.0,0.0,0.0,70.0,2.0,4.0,50.0,10.0,13.0,1.0,2.0,50.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0
UFC Fight Night: Dos Anjos vs. Alvarez,Gilbert Burns vs. Lukasz Sajewski,1,Gilbert Burns,0.0,1.0,0.0,82.0,13.0,30.0,43.0,16.0,34.0,1.0,5.0,20.0,8.0,23.0,5.0,7.0,0.0,0.0,6.0,21.0,4.0,5.0,3.0,4.0
UFC Fight Night: Dos Anjos vs. Alvarez,Gilbert Burns vs. Lukasz Sajewski,1,Lukasz Sajewski,0.0,0.0,0.0,47.0,14.0,30.0,46.0,15.0,31.0,0.0,1.0,0.0,8.0,21.0,5.0,8.0,1.0,1.0,12.0,25.0,2.0,5.0,0.0,0.0
UFC Fight Night: Dos Anjos vs. Alvarez,Joe Duffy vs. Mitch Clarke,1,Joe Duffy,1.0,1.0,0.0,15.0,3.0,7.0,42.0,3.0,7.0,0.0,0.0,,3.0,7.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,5.0
UFC Fight Night: Dos Anjos vs. Alvarez,Joe Duffy vs. Mitch Clarke,1,Mitch Clarke,0.0,0.0,0.0,0.0,1.0,4.0,25.0,1.0,4.0,0.0,0.0,,0.0,2.0,0.0,0.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0
UFC Fight Night: Dos Anjos vs. Alvarez,John Makdessi vs. Mehdi Baghdad,1,John Makdessi,0.0,0.0,0.0,0.0,20.0,36.0,55.0,20.0,36.0,0.0,0.0,,4.0,15.0,6.0,9.0,10.0,12.0,20.0,36.0,0.0,0.0,0.0,0.0
UFC Fight Night: Dos Anjos vs. Alvarez,John Makdessi vs. Mehdi Baghdad,2,John Makdessi,0.0,0.0,0.0,0.0,31.0,51.0,60.0,33.0,55.0,0.0,0.0,,10.0,25.0,10.0,14.0,11.0,12.0,31.0,50.0,0.0,1.0,0.0,0.0
UFC Fight Night: Dos Anjos vs. Alvarez,John Makdessi vs. Mehdi Baghdad,3,John Makdessi,0.0,0.0,0.0,106.0,33.0,65.0,50.0,57.0,91.0,0.0,1.0,0.0,17.0,45.0,11.0,14.0,5.0,6.0,28.0,50.0,3.0,9.0,2.0,6.0
UFC Fight Night: Dos Anjos vs. Alvarez,John Makdessi vs. Mehdi Baghdad,1,Mehdi Baghdad,0.0,0.0,0.0,0.0,16.0,55.0,29.0,16.0,55.0,0.0,0.0,,10.0,45.0,0.0,3.0,6.0,7.0,16.0,54.0,0.0,1.0,0.0,0.0
UFC Fight Night: Dos Anjos vs. Alvarez,John Makdessi vs. Mehdi Baghdad,2,Mehdi Baghdad,0.0,0.0,0.0,0.0,19.0,74.0,25.0,19.0,74.0,0.0,0.0,,5.0,53.0,6.0,12.0,8.0,9.0,19.0,74.0,0.0,0.0,0.0,0.0
UFC Fight Night: Dos Anjos vs. Alvarez,John Makdessi vs. Mehdi Baghdad,3,Mehdi Baghdad,1.0,0.0,0.0,7.0,25.0,64.0,39.0,29.0,68.0,0.0,1.0,0.0,17.0,53.0,2.0,4.0,6.0,7.0,19.0,54.0,3.0,7.0,3.0,3.0
UFC Fight Night: Dos Anjos vs. Alvarez,Marco Beltran vs. Reginaldo Vieira,1,Marco Beltran,0.0,0.0,0.0,0.0,10.0,28.0,35.0,16.0,35.0,0.0,0.0,,6.0,22.0,3.0,4.0,1.0,2.0,5.0,21.0,5.0,7.0,0.0,0.0
UFC Fight Night: Dos Anjos vs. Alvarez,Marco Beltran vs. Reginaldo Vieira,2,Marco Beltran,1.0,1.0,0.0,25.0,10.0,20.0,50.0,15.0,25.0,0.0,0.0,,9.0,18.0,1.0,2.0,0.0,0.0,2.0,9.0,6.0,7.0,2.0,4.0
UFC Fight Night: Dos Anjos vs. Alvarez,Marco Beltran vs. Reginaldo Vieira,1,Reginaldo Vieira,0.0,0.0,0.0,112.0,6.0,30.0,20.0,9.0,33.0,2.0,3.0,66.0,4.0,26.0,0.0,1.0,2.0,3.0,5.0,28.0,1.0,2.0,0.0,0.0
UFC Fight Night: Dos Anjos vs. Alvarez,Marco Beltran vs. Reginaldo Vieira,2,Reginaldo Vieira,0.0,0.0,0.0,94.0,14.0,26.0,53.0,26.0,39.0,1.0,1.0,100.0,6.0,17.0,8.0,9.0,0.0,0.0,5.0,15.0,5.0,5.0,4.0,6.0
UFC Fight Night: Dos Anjos vs. Alvarez,Mike Pyle vs. Alberto Mina,1,Alberto Mina,0.0,0.0,0.0,155.0,9.0,32.0,28.0,19.0,45.0,2.0,2.0,100.0,7.0,27.0,1.0,3.0,1.0,2.0,6.0,21.0,0.0,0.0,3.0,11.0
UFC Fight Night: Dos Anjos vs. Alvarez,Mike Pyle vs. Alberto Mina,2,Alberto Mina,1.0,0.0,0.0,19.0,7.0,11.0,63.0,8.0,12.0,0.0,0.0,,5.0,9.0,0.0,0.0,2.0,2.0,1.0,3.0,0.0,0.0,6.0,8.0
UFC Fight Night: Dos Anjos vs. Alvarez,Mike Pyle vs. Alberto Mina,1,Mike Pyle,0.0,1.0,0.0,0.0,1.0,5.0,20.0,4.0,8.0,0.0,0.0,,0.0,3.0,0.0,0.0,1.0,2.0,1.0,4.0,0.0,1.0,0.0,0.0
UFC Fight Night: Dos Anjos vs. Alvarez,Mike Pyle vs. Alberto Mina,2,Mike Pyle,0.0,0.0,0.0,0.0,1.0,7.0,14.0,1.0,7.0,0.0,0.0,,0.0,6.0,0.0,0.0,1.0,1.0,1.0,5.0,0.0,2.0,0.0,0.0
UFC Fight Night: Dos Anjos vs. Alvarez,Rafael Dos Anjos vs. Eddie Alvarez,1,Eddie Alvarez,0.0,0.0,0.0,20.0,45.0,78.0,57.0,49.0,83.0,1.0,3.0,33.0,34.0,67.0,8.0,8.0,3.0,3.0,20.0,45.0,22.0,30.0,3.0,3.0
UFC Fight Night: Dos Anjos vs. Alvarez,Rafael Dos Anjos vs. Eddie Alvarez,1,Rafael Dos Anjos,0.0,0.0,0.0,22.0,12.0,41.0,29.0,12.0,41.0,0.0,1.0,0.0,9.0,38.0,2.0,2.0,1.0,1.0,10.0,38.0,2.0,3.0,0.0,0.0
UFC Fight Night: Dos Anjos vs. Alvarez,Roy Nelson vs. Derrick Lewis,1,Derrick Lewis,0.0,0.0,0.0,3.0,24.0,37.0,64.0,26.0,39.0,0.0,0.0,,17.0,30.0,7.0,7.0,0.0,0.0,8.0,18.0,16.0,19.0,0.0,0.0
UFC Fight Night: Dos Anjos vs. Alvarez,Roy Nelson vs. Derrick Lewis,2,Derrick Lewis,0.0,0.0,0.0,0.0,3.0,13.0,23.0,3.0,13.0,0.0,0.0,,1.0,10.0,1.0,2.0,1.0,1.0,2.0,11.0,1.0,2.0,0.0,0.0
UFC Fight Night: Dos Anjos vs. Alvarez,Roy Nelson vs. Derrick Lewis,3,Derrick Lewis,0.0,0.0,0.0,0.0,10.0,23.0,43.0,10.0,23.0,0.0,0.0,,7.0,20.0,3.0,3.0,0.0,0.0,6.0,17.0,4.0,6.0,0.0,0.0
UFC Fight Night: Dos Anjos vs. Alvarez,Roy Nelson vs. Derrick Lewis,1,Roy Nelson,0.0,0.0,0.0,204.0,0.0,2.0,0.0,25.0,31.0,2.0,4.0,50.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
UFC Fight Night: Dos Anjos vs. Alvarez,Roy Nelson vs. Derrick Lewis,2,Roy Nelson,0.0,0.0,0.0,164.0,2.0,8.0,25.0,19.0,26.0,3.0,3.0,100.0,1.0,7.0,0.0,0.0,1.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0
UFC Fight Night: Dos Anjos vs. Alvarez,Roy Nelson vs. Derrick Lewis,3,Roy Nelson,0.0,0.0,0.0,211.0,2.0,9.0,22.0,22.0,32.0,2.0,3.0,66.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,3.0,0.0,0.0
UFC Fight Night: Dos Anjos vs. Alvarez,Russell Doane vs. Pedro Munhoz,1,Pedro Munhoz,0.0,1.0,0.0,20.0,14.0,25.0,56.0,14.0,25.0,1.0,2.0,50.0,8.0,16.0,3.0,5.0,3.0,4.0,14.0,24.0,0.0,1.0,0.0,0.0
UFC Fight Night: Dos Anjos vs. Alvarez,Russell Doane vs. Pedro Munhoz,1,Russell Doane,0.0,0.0,0.0,8.0,18.0,41.0,43.0,18.0,41.0,0.0,0.0,,11.0,30.0,6.0,10.0,1.0,1.0,17.0,40.0,1.0,1.0,0.0,0.0
UFC Fight Night: Dos Anjos vs. Alvarez,Vicente Luque vs. Alvaro Herrera Mendoza,1,Alvaro Herrera Mendoza,0.0,0.0,0.0,0.0,9.0,16.0,56.0,9.0,16.0,0.0,0.0,,6.0,12.0,2.0,3.0,1.0,1.0,8.0,15.0,1.0,1.0,0.0,0.0
UFC Fight Night: Dos Anjos vs. Alvarez,Vicente Luque vs. Alvaro Herrera Mendoza,2,Alvaro Herrera Mendoza,0.0,0.0,0.0,0.0,3.0,10.0,30.0,4.0,11.0,0.0,0.0,,2.0,9.0,1.0,1.0,0.0,0.0,1.0,8.0,2.0,2.0,0.0,0.0
UFC Fight Night: Dos Anjos vs. Alvarez,Vicente Luque vs. Alvaro Herrera Mendoza,1,Vicente Luque,0.0,0.0,0.0,166.0,16.0,39.0,41.0,22.0,45.0,2.0,3.0,66.0,7.0,27.0,2.0,3.0,7.0,9.0,10.0,23.0,1.0,2.0,5.0,14.0
UFC Fight Night: Dos Anjos vs. Alvarez,Vicente Luque vs. Alvaro Herrera Mendoza,2,Vicente Luque,0.0,1.0,0.0,165.0,9.0,15.0,60.0,29.0,42.0,2.0,2.0,100.0,7.0,11.0,1.0,3.0,1.0,1.0,3.0,8.0,1.0,1.0,5.0,6.0
UFC Fight Night: Dos Anjos vs. Edwards,Aleksei Oleinik vs. Walt Harris,1,Aleksei Oleinik,0.0,0.0,0.0,0.0,1.0,3.0,33.0,1.0,3.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0
UFC Fight Night: Dos Anjos vs. Edwards,Aleksei Oleinik vs. Walt Harris,1,Walt Harris,1.0,0.0,0.0,1.0,4.0,7.0,57.0,4.0,7.0,0.0,0.0,,2.0,5.0,2.0,2.0,0.0,0.0,2.0,5.0,0.0,0.0,2.0,2.0
